"UserId","Attribute Type","Attribute Level","Attribute Verified","id_department","id_gender","id_att_group","id_att_sub_group","id_att_name","SkillLevel"
805,skill,2,1,2,2,4,149,210,heavy supervision
805,skill,3,1,2,2,2,44,63,light supervision
805,skill,2,1,2,2,2,45,64,heavy supervision
805,skill,3,1,2,2,2,50,73,light supervision
805,skill,3,1,2,2,2,64,90,light supervision
805,skill,2,1,2,2,2,136,196,heavy supervision
805,skill,2,1,2,2,2,155,216,heavy supervision
805,skill,3,1,2,2,2,156,217,light supervision
805,skill,3,1,2,2,2,170,233,light supervision
805,skill,2,1,2,2,4,34,45,heavy supervision
805,skill,2,1,2,2,4,203,283,heavy supervision
579,skill,3,0,2,1,12,180,253,light supervision
579,skill,2,0,2,1,12,117,170,heavy supervision
579,skill,0,0,2,1,12,110,158,wants to learn
579,skill,3,0,2,1,12,63,89,light supervision
579,skill,3,0,2,1,12,62,88,light supervision
579,skill,3,0,2,1,12,51,74,light supervision
579,skill,2,0,2,1,12,46,65,heavy supervision
579,skill,3,0,2,1,12,35,48,light supervision
579,skill,3,0,2,1,12,7,7,light supervision
579,skill,2,0,2,1,2,156,217,heavy supervision
579,skill,3,0,2,1,2,64,90,light supervision
579,skill,3,0,2,1,2,50,73,light supervision
579,skill,3,0,2,1,2,44,63,light supervision
579,skill,1,1,2,1,2,136,196,heavy supervision
579,skill,4,1,2,1,8,181,255,light supervision
579,skill,0,0,2,1,8,103,148,wants to learn
579,skill,0,0,2,1,8,105,151,wants to learn
579,skill,0,0,2,1,8,104,149,wants to learn
579,skill,3,1,2,1,8,80,110,light supervision
579,skill,4,1,2,1,12,85,120,light supervision
579,skill,3,1,2,1,12,86,121,light supervision
579,skill,3,1,2,1,12,153,214,light supervision
579,skill,2,1,2,1,12,43,62,heavy supervision
579,skill,3,1,2,1,12,178,251,light supervision
579,skill,4,1,2,1,12,208,288,light supervision
563,skill,3,1,5,1,2,156,217,light supervision
563,skill,3,1,5,1,9,11,12,light supervision
563,skill,2,1,5,1,9,25,35,heavy supervision
563,skill,3,1,5,1,9,31,267,light supervision
563,skill,2,1,5,1,9,33,44,heavy supervision
563,skill,3,1,5,1,9,37,51,light supervision
563,skill,3,1,5,1,9,37,126,light supervision
563,skill,2,1,5,1,9,37,145,heavy supervision
563,skill,3,0,5,1,9,37,181,light supervision
563,skill,3,1,5,1,9,135,195,light supervision
563,skill,3,1,5,1,9,207,47,light supervision
563,skill,3,1,5,1,9,207,127,light supervision
563,skill,3,1,5,1,9,207,152,light supervision
563,skill,3,1,5,1,9,207,153,light supervision
563,skill,3,1,5,1,9,207,169,light supervision
563,skill,3,1,5,1,2,44,63,light supervision
563,skill,3,1,5,1,2,45,64,light supervision
563,skill,3,1,5,1,2,50,73,light supervision
563,skill,3,1,5,1,2,64,90,light supervision
563,skill,3,1,5,1,2,136,196,light supervision
563,skill,3,1,5,1,2,170,233,light supervision
563,skill,3,1,5,1,8,80,110,light supervision
563,skill,2,0,5,1,8,84,119,heavy supervision
250,skill,1,1,1,2,8,140,199,heavy supervision
250,skill,1,1,1,2,8,84,119,heavy supervision
250,skill,3,1,1,2,8,80,110,light supervision
250,skill,0,0,1,2,2,64,90,wants to learn
145,skill,3,1,4,2,8,80,110,light supervision
145,skill,3,1,4,2,8,181,255,light supervision
145,skill,4,1,4,2,12,51,74,light supervision
145,skill,4,1,4,2,12,81,111,light supervision
307,skill,2,1,11,2,2,64,90,heavy supervision
307,skill,2,1,11,2,11,158,219,heavy supervision
307,skill,2,1,11,2,11,157,218,heavy supervision
307,skill,3,1,11,2,8,80,110,light supervision
307,skill,2,1,11,2,10,79,109,heavy supervision
307,skill,2,1,11,2,1,115,163,heavy supervision
307,skill,3,1,11,2,1,201,17,light supervision
307,skill,2,1,11,2,1,115,164,heavy supervision
307,skill,3,1,11,2,1,115,129,light supervision
307,skill,3,1,11,2,1,115,150,light supervision
307,skill,1,1,11,2,4,30,43,heavy supervision
307,skill,1,1,11,2,10,121,177,heavy supervision
307,skill,3,1,11,2,11,184,258,light supervision
307,skill,3,1,11,2,11,185,259,light supervision
307,skill,2,1,11,2,11,195,274,heavy supervision
307,skill,2,1,11,2,11,100,144,heavy supervision
507,skill,3,1,8,1,10,206,286,light supervision
507,skill,3,1,8,1,10,79,109,light supervision
507,skill,3,1,8,1,10,73,100,light supervision
507,skill,2,1,8,1,10,52,75,heavy supervision
507,skill,2,1,8,1,10,8,8,heavy supervision
507,skill,2,1,8,1,10,15,16,heavy supervision
507,skill,3,1,8,1,5,151,212,light supervision
507,skill,3,1,8,1,10,200,279,light supervision
507,skill,0,0,8,1,10,21,29,wants to learn
507,skill,3,1,8,1,10,118,172,light supervision
507,skill,3,1,8,1,10,209,289,light supervision
507,skill,3,1,8,1,10,107,155,light supervision
507,skill,3,1,8,1,10,123,180,light supervision
507,skill,2,1,8,1,10,131,191,heavy supervision
507,skill,3,1,8,1,10,162,224,light supervision
507,skill,3,1,8,1,10,176,246,light supervision
507,skill,3,1,8,1,10,191,268,light supervision
507,skill,2,1,8,1,10,54,78,heavy supervision
185,skill,2,1,3,2,9,207,153,heavy supervision
185,skill,2,1,3,2,9,207,127,heavy supervision
185,skill,3,1,3,2,9,57,241,light supervision
185,skill,2,1,3,2,9,57,168,heavy supervision
185,skill,2,1,3,2,9,57,154,heavy supervision
185,skill,3,1,3,2,2,44,63,light supervision
185,skill,3,1,3,2,2,45,64,light supervision
185,skill,4,1,3,2,2,50,73,light supervision
185,skill,4,1,3,2,2,64,90,light supervision
185,skill,4,1,3,2,2,156,217,light supervision
185,skill,2,1,3,2,3,28,40,heavy supervision
185,skill,3,1,3,2,3,74,102,light supervision
185,skill,3,1,3,2,3,101,146,light supervision
185,skill,3,1,3,2,3,174,239,light supervision
185,skill,2,1,3,2,4,27,137,heavy supervision
185,skill,2,1,3,2,4,27,38,heavy supervision
185,skill,2,1,3,2,4,27,33,heavy supervision
185,skill,2,1,3,2,4,61,85,heavy supervision
185,skill,2,1,3,2,4,61,86,heavy supervision
185,skill,2,1,3,2,4,61,87,heavy supervision
185,skill,3,1,3,2,4,177,244,light supervision
185,skill,3,1,3,2,4,177,248,light supervision
185,skill,3,1,3,2,5,40,57,light supervision
185,skill,3,1,3,2,5,151,212,light supervision
185,skill,2,1,3,2,7,111,55,heavy supervision
185,skill,2,1,3,2,7,193,71,heavy supervision
185,skill,3,1,3,2,7,193,292,light supervision
185,skill,2,1,3,2,9,11,12,heavy supervision
185,skill,3,1,3,2,9,37,145,light supervision
185,skill,3,1,3,2,9,37,179,light supervision
185,skill,2,1,3,2,9,37,202,heavy supervision
185,skill,3,1,3,2,9,37,245,light supervision
604,skill,3,1,3,1,6,204,284,light supervision
604,skill,3,1,3,1,6,172,237,light supervision
604,skill,2,1,3,1,6,83,118,heavy supervision
604,skill,2,1,3,1,10,118,172,heavy supervision
604,skill,4,1,3,1,12,153,214,light supervision
604,skill,0,0,3,1,12,4,4,wants to learn
604,skill,2,1,3,1,12,51,74,heavy supervision
604,skill,2,1,3,1,2,156,217,heavy supervision
604,skill,2,1,3,1,2,136,196,heavy supervision
604,skill,2,1,3,1,2,50,73,heavy supervision
604,skill,2,1,3,1,2,44,63,heavy supervision
604,skill,3,1,3,1,6,187,261,light supervision
604,skill,3,1,3,1,6,198,277,light supervision
604,skill,3,1,3,1,6,182,256,light supervision
604,skill,2,1,3,1,6,161,223,heavy supervision
604,skill,3,1,3,1,6,147,208,light supervision
604,skill,2,1,3,1,7,111,107,heavy supervision
604,skill,3,1,3,1,7,111,139,light supervision
604,skill,4,1,3,1,7,111,173,light supervision
604,skill,3,1,3,1,7,111,236,light supervision
604,skill,2,1,3,1,10,200,279,heavy supervision
604,skill,3,1,3,1,7,111,281,light supervision
604,skill,3,1,3,1,7,111,291,light supervision
604,skill,4,1,3,1,7,111,294,light supervision
604,skill,0,0,3,1,7,183,295,wants to learn
604,skill,2,1,3,1,7,183,76,heavy supervision
604,skill,3,1,3,1,7,193,71,light supervision
604,skill,3,1,3,1,7,193,101,light supervision
604,skill,3,1,3,1,7,193,113,light supervision
604,skill,3,1,3,1,7,193,114,light supervision
604,skill,2,1,3,1,7,193,234,heavy supervision
604,skill,2,1,3,1,7,193,292,heavy supervision
604,skill,3,1,3,1,6,96,138,light supervision
604,skill,3,1,3,1,6,119,174,light supervision
33,skill,2,1,2,2,2,44,63,heavy supervision
33,skill,3,1,2,2,2,45,64,light supervision
33,skill,3,1,2,2,2,50,73,light supervision
33,skill,4,1,2,2,2,64,90,light supervision
33,skill,2,1,2,2,2,136,196,heavy supervision
33,skill,4,1,2,2,2,155,216,light supervision
33,skill,3,1,2,2,2,156,217,light supervision
33,skill,2,1,2,2,2,170,233,heavy supervision
564,skill,3,1,10,2,12,208,288,light supervision
564,skill,2,1,10,2,12,85,120,heavy supervision
564,skill,4,1,10,2,8,181,255,light supervision
564,skill,4,1,10,2,8,80,110,light supervision
564,skill,3,1,10,2,11,102,147,light supervision
564,skill,4,1,10,2,2,156,217,light supervision
564,skill,3,1,10,2,2,44,63,light supervision
564,skill,3,1,10,2,2,170,233,light supervision
564,skill,4,1,10,2,2,64,90,light supervision
564,skill,4,1,10,2,2,155,216,light supervision
564,skill,4,1,10,2,2,45,64,light supervision
564,skill,3,1,10,2,6,96,138,light supervision
564,skill,3,1,10,2,6,134,194,light supervision
564,skill,3,1,10,2,6,147,208,light supervision
564,skill,3,1,10,2,6,198,277,light supervision
564,skill,3,1,10,2,7,111,291,light supervision
564,skill,4,1,10,2,2,136,196,light supervision
564,skill,4,1,10,2,2,50,73,light supervision
253,skill,3,1,11,2,12,179,252,light supervision
253,skill,3,1,11,2,12,178,251,light supervision
253,skill,3,1,11,2,12,51,74,light supervision
253,skill,3,1,11,2,12,43,62,light supervision
253,skill,1,1,11,2,8,90,125,heavy supervision
253,skill,2,1,11,2,8,84,119,heavy supervision
253,skill,3,1,11,2,8,80,110,light supervision
253,skill,4,1,11,2,8,77,105,light supervision
253,skill,4,1,11,2,11,195,274,light supervision
253,skill,4,1,11,2,11,158,219,light supervision
253,skill,4,1,11,2,11,157,218,light supervision
253,skill,4,1,11,2,11,102,147,light supervision
253,skill,4,1,11,2,11,20,28,light supervision
253,skill,4,1,11,2,11,100,144,light supervision
253,skill,4,1,11,2,4,203,283,light supervision
253,skill,4,1,11,2,4,177,244,light supervision
253,skill,4,1,11,2,4,177,248,light supervision
253,skill,4,1,11,2,4,154,215,light supervision
253,skill,4,1,11,2,4,91,128,light supervision
253,skill,4,1,11,2,4,65,91,light supervision
253,skill,3,1,11,2,4,32,171,light supervision
253,skill,3,1,11,2,4,32,108,light supervision
253,skill,3,1,11,2,4,32,143,light supervision
253,skill,3,1,11,2,4,32,167,light supervision
253,skill,4,1,11,2,4,27,38,light supervision
253,skill,4,1,11,2,4,27,33,light supervision
253,skill,4,1,11,2,3,28,40,light supervision
253,skill,3,1,11,2,3,125,184,light supervision
253,skill,4,1,11,2,3,114,162,light supervision
253,skill,4,1,11,2,3,101,146,light supervision
253,skill,4,1,11,2,3,74,102,light supervision
253,skill,4,1,11,2,2,170,233,light supervision
253,skill,4,1,11,2,2,156,217,light supervision
253,skill,4,1,11,2,2,136,196,light supervision
253,skill,4,1,11,2,2,64,90,light supervision
253,skill,3,1,11,2,2,50,73,light supervision
253,skill,3,1,11,2,2,45,64,light supervision
253,skill,4,1,11,2,2,44,63,light supervision
186,skill,2,1,11,1,2,136,196,heavy supervision
186,skill,3,1,11,1,2,156,217,light supervision
186,skill,2,1,11,1,2,170,233,heavy supervision
186,skill,4,1,11,1,3,101,146,light supervision
186,skill,4,1,11,1,3,188,262,light supervision
186,skill,3,1,11,1,3,174,239,light supervision
186,skill,4,1,11,1,3,159,220,light supervision
186,skill,3,1,11,1,3,126,185,light supervision
186,skill,4,1,11,1,3,143,203,light supervision
186,skill,2,1,11,1,3,114,162,heavy supervision
186,skill,3,1,11,1,5,40,57,light supervision
186,skill,4,1,11,1,5,38,53,light supervision
186,skill,4,1,11,1,5,93,133,light supervision
186,skill,4,1,11,1,5,120,176,light supervision
186,skill,2,1,11,1,5,167,230,heavy supervision
186,skill,3,1,11,1,5,168,231,light supervision
186,skill,2,1,11,1,4,27,33,heavy supervision
186,skill,2,1,11,1,4,27,38,heavy supervision
186,skill,2,1,11,1,4,91,128,heavy supervision
186,skill,2,1,11,1,4,177,248,heavy supervision
186,skill,1,1,11,1,4,177,244,heavy supervision
566,skill,2,1,7,1,3,74,102,heavy supervision
566,skill,2,1,7,1,3,101,146,heavy supervision
566,skill,2,1,7,1,3,114,162,heavy supervision
566,skill,2,1,7,1,3,125,184,heavy supervision
566,skill,2,1,7,1,3,126,185,heavy supervision
566,skill,2,1,7,1,3,127,186,heavy supervision
566,skill,2,1,7,1,3,143,203,heavy supervision
566,skill,2,1,7,1,3,145,205,heavy supervision
566,skill,2,1,7,1,3,174,239,heavy supervision
566,skill,2,1,7,1,3,188,262,heavy supervision
566,skill,2,1,7,1,3,159,220,heavy supervision
566,skill,2,1,7,1,5,38,53,heavy supervision
566,skill,2,1,7,1,6,17,22,heavy supervision
566,skill,2,1,7,1,6,17,23,heavy supervision
566,skill,2,1,7,1,6,37,52,heavy supervision
808,skill,0,0,6,1,4,30,43,wants to learn
808,skill,0,0,6,1,4,29,42,wants to learn
808,skill,1,0,6,1,4,149,210,heavy supervision
808,skill,1,1,6,1,4,65,91,heavy supervision
808,skill,0,0,6,1,4,203,283,wants to learn
808,skill,0,0,6,1,1,66,93,wants to learn
808,skill,1,0,6,1,1,78,106,heavy supervision
808,skill,2,0,6,1,1,71,98,heavy supervision
808,skill,2,0,6,1,1,67,94,heavy supervision
808,skill,4,0,6,1,7,193,280,light supervision
808,skill,4,0,6,1,7,193,71,light supervision
808,skill,3,0,6,1,7,183,131,light supervision
808,skill,2,0,6,1,7,183,76,heavy supervision
808,skill,3,0,6,1,7,183,50,light supervision
808,skill,3,0,6,1,7,183,66,light supervision
808,skill,3,0,6,1,7,193,292,light supervision
808,skill,3,0,6,1,7,193,234,light supervision
808,skill,2,0,6,1,7,193,209,heavy supervision
808,skill,4,1,6,1,4,132,192,light supervision
808,skill,3,0,6,1,7,193,115,light supervision
808,skill,3,1,6,1,2,44,63,light supervision
808,skill,3,1,6,1,2,45,64,light supervision
808,skill,3,1,6,1,2,50,73,light supervision
808,skill,3,1,6,1,2,64,90,light supervision
808,skill,2,0,6,1,2,136,196,heavy supervision
808,skill,3,1,6,1,2,156,217,light supervision
808,skill,2,0,6,1,2,170,233,heavy supervision
808,skill,2,1,6,1,3,74,102,heavy supervision
808,skill,3,0,6,1,7,111,55,light supervision
808,skill,3,1,6,1,7,111,107,light supervision
808,skill,3,0,6,1,7,183,116,light supervision
808,skill,0,0,6,1,7,183,295,wants to learn
808,skill,2,1,6,1,7,183,30,heavy supervision
808,skill,4,1,6,1,7,111,294,light supervision
808,skill,4,1,6,1,7,111,291,light supervision
808,skill,4,1,6,1,7,111,281,light supervision
808,skill,4,1,6,1,7,111,266,light supervision
808,skill,4,1,6,1,7,111,236,light supervision
808,skill,2,0,6,1,7,111,173,heavy supervision
808,skill,0,0,6,1,7,111,139,wants to learn
808,skill,4,0,6,1,7,111,117,light supervision
808,skill,2,0,6,1,7,183,293,heavy supervision
808,skill,4,0,6,1,7,193,101,light supervision
808,skill,4,0,6,1,7,193,113,light supervision
808,skill,3,0,6,1,7,193,114,light supervision
758,skill,3,0,8,1,3,145,205,light supervision
758,skill,3,0,8,1,3,143,203,light supervision
758,skill,3,0,8,1,3,114,162,light supervision
758,skill,3,0,8,1,3,28,40,light supervision
758,skill,3,0,8,1,2,170,233,light supervision
758,skill,3,0,8,1,2,156,217,light supervision
758,skill,3,0,8,1,2,155,216,light supervision
758,skill,3,0,8,1,2,136,196,light supervision
758,skill,3,0,8,1,2,64,90,light supervision
758,skill,3,0,8,1,2,50,73,light supervision
758,skill,3,0,8,1,2,45,64,light supervision
758,skill,3,0,8,1,2,44,63,light supervision
758,skill,3,0,8,1,7,193,114,light supervision
758,skill,3,0,8,1,7,193,292,light supervision
758,skill,3,0,8,1,7,193,71,light supervision
758,skill,4,0,8,1,6,198,277,light supervision
758,skill,3,0,8,1,6,197,276,light supervision
758,skill,4,0,8,1,6,187,261,light supervision
758,skill,3,0,8,1,6,182,256,light supervision
758,skill,3,0,8,1,6,172,237,light supervision
758,skill,3,0,8,1,6,144,204,light supervision
758,skill,4,0,8,1,6,142,201,light supervision
758,skill,3,0,8,1,6,134,194,light supervision
758,skill,3,0,8,1,6,129,190,light supervision
758,skill,3,0,8,1,6,119,174,light supervision
758,skill,4,0,8,1,6,108,156,light supervision
758,skill,3,0,8,1,6,98,141,light supervision
758,skill,3,0,8,1,6,96,138,light supervision
758,skill,4,0,8,1,6,95,136,light supervision
758,skill,4,0,8,1,6,49,72,light supervision
758,skill,3,0,8,1,6,42,61,light supervision
758,skill,3,0,8,1,6,37,52,light supervision
758,skill,4,0,8,1,6,24,34,light supervision
398,skill,2,1,7,1,4,34,45,heavy supervision
398,skill,4,1,7,1,4,76,103,light supervision
398,skill,4,1,7,1,4,65,91,light supervision
398,skill,3,0,7,1,4,203,283,light supervision
398,skill,4,1,7,1,7,193,292,light supervision
398,skill,3,1,7,1,7,193,234,light supervision
398,skill,4,1,7,1,7,193,209,light supervision
398,skill,3,1,7,1,7,193,115,light supervision
398,skill,4,1,7,1,7,193,114,light supervision
398,skill,4,1,7,1,7,193,113,light supervision
398,skill,4,1,7,1,7,193,101,light supervision
398,skill,4,1,7,1,2,136,196,light supervision
398,skill,3,1,7,1,2,156,217,light supervision
398,skill,3,0,7,1,2,155,216,light supervision
398,skill,3,1,7,1,2,170,233,light supervision
398,skill,3,1,7,1,2,45,64,light supervision
398,skill,3,1,7,1,2,64,90,light supervision
398,skill,4,1,7,1,2,44,63,light supervision
398,skill,4,1,7,1,2,50,73,light supervision
398,skill,4,0,7,1,7,183,66,light supervision
398,skill,3,0,7,1,7,183,50,light supervision
398,skill,4,1,7,1,7,193,71,light supervision
567,skill,2,1,3,2,2,44,63,heavy supervision
567,skill,2,1,3,2,2,45,64,heavy supervision
567,skill,0,0,3,2,2,50,73,wants to learn
567,skill,3,1,3,2,2,64,90,light supervision
567,skill,2,1,3,2,9,11,12,heavy supervision
567,skill,1,0,3,2,9,25,35,heavy supervision
567,skill,2,0,3,2,9,31,206,heavy supervision
567,skill,2,0,3,2,9,37,126,heavy supervision
567,skill,2,0,3,2,9,37,145,heavy supervision
567,skill,2,0,3,2,9,37,175,heavy supervision
567,skill,2,0,3,2,9,37,179,heavy supervision
567,skill,1,0,3,2,9,37,181,heavy supervision
567,skill,2,0,3,2,9,37,202,heavy supervision
567,skill,2,0,3,2,9,37,245,heavy supervision
567,skill,2,0,3,2,9,69,96,heavy supervision
567,skill,1,0,3,2,9,135,195,heavy supervision
567,skill,2,0,3,2,9,207,152,heavy supervision
567,skill,2,1,3,2,9,207,153,heavy supervision
567,skill,2,0,3,2,9,207,169,heavy supervision
567,skill,2,1,3,2,10,107,155,heavy supervision
187,skill,4,1,8,2,9,37,145,light supervision
187,skill,4,1,8,2,9,37,126,light supervision
187,skill,4,1,8,2,7,111,55,light supervision
187,skill,4,1,8,2,6,144,204,light supervision
187,skill,4,1,8,2,6,37,52,light supervision
187,skill,4,1,8,2,5,190,265,light supervision
187,skill,4,1,8,2,5,168,231,light supervision
187,skill,4,1,8,2,5,120,176,light supervision
187,skill,4,1,8,2,5,113,161,light supervision
187,skill,4,1,8,2,5,93,133,light supervision
187,skill,4,1,8,2,5,40,57,light supervision
187,skill,4,1,8,2,5,38,53,light supervision
187,skill,4,1,8,2,3,188,262,light supervision
187,skill,4,1,8,2,3,28,40,light supervision
187,skill,4,1,8,2,3,74,102,light supervision
187,skill,4,1,8,2,3,101,146,light supervision
187,skill,4,1,8,2,3,125,184,light supervision
187,skill,4,1,8,2,3,126,185,light supervision
187,skill,4,1,8,2,3,127,186,light supervision
187,skill,4,1,8,2,3,143,203,light supervision
187,skill,3,1,8,2,3,145,205,light supervision
187,skill,4,1,8,2,3,159,220,light supervision
187,skill,4,1,8,2,3,174,239,light supervision
254,skill,2,1,2,2,6,182,256,heavy supervision
254,skill,2,1,2,2,6,172,237,heavy supervision
254,skill,3,1,2,2,6,197,276,light supervision
254,skill,2,1,2,2,6,163,225,heavy supervision
254,skill,3,1,2,2,6,144,204,light supervision
254,skill,2,1,2,2,6,134,194,heavy supervision
254,skill,3,1,2,2,6,108,156,light supervision
254,skill,2,1,2,2,6,37,52,heavy supervision
254,skill,2,1,2,2,6,18,25,heavy supervision
254,skill,3,1,2,2,6,17,20,light supervision
254,skill,3,1,2,2,6,17,21,light supervision
254,skill,2,1,2,2,6,17,22,heavy supervision
254,skill,2,1,2,2,6,17,23,heavy supervision
254,skill,2,1,2,2,5,190,265,heavy supervision
811,skill,2,1,4,2,10,8,8,heavy supervision
811,skill,1,1,4,2,10,21,29,heavy supervision
811,skill,4,1,4,2,10,118,172,light supervision
811,skill,4,1,4,2,10,209,289,light supervision
811,skill,3,0,4,2,10,5,5,light supervision
811,skill,4,0,4,2,10,15,16,light supervision
811,skill,3,0,4,2,10,36,49,light supervision
811,skill,3,0,4,2,10,52,75,light supervision
811,skill,3,0,4,2,10,54,78,light supervision
811,skill,2,0,4,2,10,72,99,heavy supervision
811,skill,3,0,4,2,10,73,100,light supervision
811,skill,2,0,4,2,10,79,109,heavy supervision
811,skill,3,0,4,2,10,107,155,light supervision
811,skill,3,0,4,2,10,121,177,light supervision
811,skill,3,0,4,2,10,123,180,light supervision
811,skill,1,0,4,2,10,131,191,heavy supervision
811,skill,3,0,4,2,10,162,224,light supervision
811,skill,1,0,4,2,10,169,232,heavy supervision
811,skill,3,0,4,2,10,176,246,light supervision
811,skill,3,0,4,2,10,191,268,light supervision
811,skill,3,0,4,2,10,200,279,light supervision
811,skill,2,0,4,2,2,156,217,heavy supervision
811,skill,3,0,4,2,5,151,212,light supervision
811,skill,3,0,4,2,11,102,147,light supervision
760,skill,4,1,9,1,8,181,255,light supervision
760,skill,1,1,9,1,8,140,199,heavy supervision
760,skill,3,1,9,1,8,80,110,light supervision
760,skill,3,1,9,1,3,145,205,light supervision
760,skill,3,1,9,1,3,28,40,light supervision
760,skill,3,1,9,1,3,74,102,light supervision
760,skill,3,1,9,1,3,101,146,light supervision
760,skill,3,1,9,1,3,125,184,light supervision
760,skill,3,1,9,1,6,119,174,light supervision
760,skill,4,1,9,1,6,187,261,light supervision
760,skill,4,1,9,1,6,161,223,light supervision
760,skill,4,1,9,1,6,147,208,light supervision
760,skill,4,1,9,1,6,144,204,light supervision
760,skill,4,1,9,1,6,37,52,light supervision
760,skill,4,1,9,1,6,24,34,light supervision
760,skill,4,1,9,1,6,198,277,light supervision
760,skill,3,1,9,1,3,143,203,light supervision
569,skill,2,1,1,2,12,87,122,heavy supervision
569,skill,1,1,1,2,10,200,279,heavy supervision
569,skill,2,1,1,2,10,121,177,heavy supervision
569,skill,2,1,1,2,10,123,180,heavy supervision
569,skill,2,1,1,2,10,36,49,heavy supervision
569,skill,4,1,1,2,8,164,226,light supervision
569,skill,2,1,1,2,10,15,16,heavy supervision
569,skill,2,1,1,2,10,176,246,heavy supervision
569,skill,2,1,1,2,2,156,217,heavy supervision
569,skill,3,1,1,2,8,80,110,light supervision
569,skill,1,1,1,2,8,90,125,heavy supervision
569,skill,1,1,1,2,10,8,8,heavy supervision
569,skill,2,1,1,2,10,54,78,heavy supervision
569,skill,4,1,1,2,10,73,100,light supervision
569,skill,3,1,1,2,10,162,224,light supervision
569,skill,4,1,1,2,10,191,268,light supervision
569,skill,3,1,1,2,10,209,289,light supervision
569,skill,0,0,1,2,10,5,5,wants to learn
569,skill,1,1,1,2,10,21,29,heavy supervision
569,skill,2,1,1,2,10,52,75,heavy supervision
569,skill,3,1,1,2,10,79,109,light supervision
569,skill,3,1,1,2,10,107,155,light supervision
569,skill,3,1,1,2,10,118,172,light supervision
569,skill,1,1,1,2,10,131,191,heavy supervision
569,skill,0,0,1,2,10,169,232,wants to learn
569,skill,0,0,1,2,10,206,286,wants to learn
569,skill,2,1,1,2,7,193,292,heavy supervision
256,skill,3,1,11,1,2,170,233,light supervision
256,skill,3,1,11,1,2,155,216,light supervision
256,skill,4,1,11,1,2,64,90,light supervision
256,skill,3,1,11,1,2,50,73,light supervision
256,skill,3,1,11,1,2,45,64,light supervision
256,skill,3,1,11,1,9,207,169,light supervision
256,skill,4,1,11,1,9,207,153,light supervision
256,skill,3,1,11,1,9,207,127,light supervision
256,skill,0,0,11,1,9,148,132,wants to learn
256,skill,3,1,11,1,9,135,195,light supervision
256,skill,0,0,11,1,9,89,124,wants to learn
256,skill,3,1,11,1,9,69,96,light supervision
256,skill,0,0,11,1,9,55,79,wants to learn
256,skill,3,1,11,1,9,48,68,light supervision
256,skill,4,1,11,1,9,37,245,light supervision
256,skill,3,1,11,1,9,37,202,light supervision
256,skill,4,1,11,1,9,37,181,light supervision
256,skill,4,1,11,1,9,37,179,light supervision
256,skill,3,1,11,1,9,37,175,light supervision
256,skill,3,1,11,1,9,37,51,light supervision
256,skill,3,1,11,1,9,33,44,light supervision
256,skill,3,1,11,1,9,31,159,light supervision
256,skill,4,1,11,1,9,25,35,light supervision
256,skill,4,1,11,1,9,10,11,light supervision
256,skill,3,1,11,1,9,9,9,light supervision
256,skill,3,1,11,1,9,6,6,light supervision
256,skill,3,1,11,1,9,207,152,light supervision
256,skill,3,1,11,1,9,207,47,light supervision
256,skill,3,1,11,1,9,160,222,light supervision
256,skill,3,1,11,1,9,152,213,light supervision
256,skill,3,1,11,1,9,148,254,light supervision
256,skill,3,1,11,1,9,116,166,light supervision
256,skill,3,1,11,1,9,116,165,light supervision
256,skill,3,1,11,1,9,116,80,light supervision
256,skill,3,1,11,1,9,57,241,light supervision
256,skill,3,1,11,1,9,57,168,light supervision
256,skill,3,1,11,1,9,57,154,light supervision
256,skill,3,1,11,1,9,57,134,light supervision
256,skill,3,1,11,1,9,57,46,light supervision
256,skill,3,1,11,1,9,37,228,light supervision
256,skill,3,1,11,1,2,44,63,light supervision
256,skill,3,1,11,1,2,136,196,light supervision
256,skill,3,1,11,1,2,156,217,light supervision
256,skill,3,1,11,1,3,28,40,light supervision
256,skill,4,1,11,1,8,80,110,light supervision
256,skill,1,1,11,1,8,103,148,heavy supervision
256,skill,2,1,11,1,8,181,255,heavy supervision
256,skill,3,1,11,1,9,11,12,light supervision
256,skill,3,1,11,1,9,31,206,light supervision
256,skill,3,1,11,1,9,31,267,light supervision
256,skill,3,1,11,1,9,37,145,light supervision
400,skill,3,1,6,2,2,44,63,light supervision
400,skill,3,1,6,2,2,45,64,light supervision
400,skill,3,1,6,2,2,50,73,light supervision
400,skill,3,1,6,2,2,64,90,light supervision
400,skill,2,1,6,2,2,136,196,heavy supervision
400,skill,3,1,6,2,2,170,233,light supervision
400,skill,4,1,6,2,9,11,12,light supervision
400,skill,2,1,6,2,9,25,35,heavy supervision
400,skill,2,1,6,2,9,31,159,heavy supervision
400,skill,2,1,6,2,9,37,51,heavy supervision
400,skill,3,1,6,2,9,37,126,light supervision
400,skill,3,1,6,2,9,37,145,light supervision
400,skill,3,1,6,2,9,37,175,light supervision
400,skill,3,1,6,2,9,37,179,light supervision
400,skill,3,1,6,2,9,37,181,light supervision
400,skill,3,1,6,2,9,37,202,light supervision
400,skill,3,1,6,2,9,37,228,light supervision
400,skill,3,1,6,2,9,37,245,light supervision
400,skill,2,1,6,2,9,82,112,heavy supervision
400,skill,2,1,6,2,9,135,195,heavy supervision
400,skill,3,1,6,2,9,207,127,light supervision
37,skill,4,1,2,1,2,64,90,light supervision
37,skill,3,1,2,1,2,50,73,light supervision
